Player,Team,Year,Years,,Value,APY,Guaranteed,,APY as % Of,,Inflated,Inflated,Inflated
,,Signed,,,,,,,Cap At Signing,,Value,APY,Guaranteed
Emory Jones,Ravens,2024,3,,"$2,830,000 ","$943,333 ",$0 ,,0.40%,,"$3,093,720 ","$1,031,240 ",$0 
Ben Bryant,Jets,2024,3,,"$2,830,000 ","$943,333 ",$0 ,,0.40%,,"$3,093,720 ","$1,031,240 ",$0 
Cody Fajardo,Raiders,2015,3,,"$1,587,500 ","$529,167 ","$12,500 ",,0.40%,,"$3,093,453 ","$1,031,152 ","$24,358 "
Shane Buechele,Bills,2025,1,,"$1,030,000 ","$1,030,000 ",$0 ,,0.40%,,"$1,030,000 ","$1,030,000 ",$0 
Tommy DeVito,Patriots,2025,1,,"$1,030,000 ","$1,030,000 ",$0 ,,0.40%,,"$1,030,000 ","$1,030,000 ",$0 
Jake Fromm,Lions,2025,1,,"$1,030,000 ","$1,030,000 ",$0 ,,0.40%,,"$1,030,000 ","$1,030,000 ",$0 
Jake Haener,Saints,2025,1,,"$1,030,000 ","$1,030,000 ",$0 ,,0.40%,,"$1,030,000 ","$1,030,000 ",$0 
Ben DiNucci,Falcons,2025,1,,"$1,030,000 ","$1,030,000 ",$0 ,,0.40%,,"$1,030,000 ","$1,030,000 ",$0 
Bryce Perkins,Panthers,2025,1,,"$1,030,000 ","$1,030,000 ",$0 ,,0.40%,,"$1,030,000 ","$1,030,000 ",$0 
Tommy DeVito,Giants,2025,1,,"$1,030,000 ","$1,030,000 ",$0 ,,0.40%,,"$1,030,000 ","$1,030,000 ",$0 
Ben DiNucci,Saints,2025,1,,"$1,030,000 ","$1,030,000 ",$0 ,,0.40%,,"$1,030,000 ","$1,030,000 ",$0 
Chad Kelly,Broncos,2017,4,,"$2,464,284 ","$616,071 ","$64,284 ",,0.40%,,"$4,119,929 ","$1,029,982 ","$107,474 "
Bryan Bennett,Colts,2015,3,,"$1,585,000 ","$528,333 ","$10,000 ",,0.40%,,"$3,088,582 ","$1,029,527 ","$19,486 "
Shane Carden,Bears,2015,3,,"$1,585,000 ","$528,333 ","$10,000 ",,0.40%,,"$3,088,582 ","$1,029,527 ","$19,486 "
Taylor Heinicke,Vikings,2015,3,,"$1,585,000 ","$528,333 ","$10,000 ",,0.40%,,"$3,088,582 ","$1,029,527 ","$19,486 "
Aaron Murray,Rams,2017,1,,"$615,000 ","$615,000 ",$0 ,,0.40%,,"$1,028,192 ","$1,028,192 ",$0 
B.J. Daniels,Falcons,2017,1,,"$615,000 ","$615,000 ",$0 ,,0.40%,,"$1,028,192 ","$1,028,192 ",$0 
Zac Dysert,ARI/DAL,2017,1,,"$615,000 ","$615,000 ",$0 ,,0.40%,,"$1,028,192 ","$1,028,192 ",$0 
Luke Falk,MIA/NYJ/TEN,2018,4,,"$2,608,832 ","$652,208 ","$148,832 ",,0.40%,,"$4,110,530 ","$1,027,632 ","$234,503 "
Sean Clifford,Packers,2024,2,,"$1,875,000 ","$937,500 ",$0 ,,0.40%,,"$2,049,726 ","$1,024,863 ",$0 
Tanner Lee,Jaguars,2018,4,,"$2,601,544 ","$650,386 ","$141,544 ",,0.40%,,"$4,099,047 ","$1,024,762 ","$223,020 "
Paxton Lynch,Steelers,2019,2,,"$1,380,000 ","$690,000 ",$0 ,,0.40%,,"$2,047,269 ","$1,023,634 ",$0 
Garrett Gilbert,Browns,2019,2,,"$1,380,000 ","$690,000 ","$75,000 ",,0.40%,,"$2,047,269 ","$1,023,634 ","$111,265 "
Case Keenum,LAR/HOU,2013,2,,"$900,000 ","$450,000 ",$0 ,,0.40%,,"$2,042,927 ","$1,021,463 ",$0 
Connor Cook,Lions,2019,1,,"$685,000 ","$685,000 ",$0 ,,0.40%,,"$1,016,217 ","$1,016,217 ",$0 
Danny Etling,Patriots,2018,4,,"$2,564,028 ","$641,007 ","$104,028 ",,0.40%,,"$4,039,936 ","$1,009,984 ","$163,909 "
Alex McGough,Seahawks,2018,4,,"$2,563,692 ","$640,923 ","$103,692 ",,0.40%,,"$4,039,406 ","$1,009,852 ","$163,379 "
Case Cookus,Vikings,2021,1,,"$660,000 ","$660,000 ",$0 ,,0.40%,,"$1,009,710 ","$1,009,710 ",$0 
Brian Lewerke,Giants,2021,1,,"$660,000 ","$660,000 ",$0 ,,0.40%,,"$1,009,710 ","$1,009,710 ",$0 
Case Cookus,Raiders,2021,1,,"$660,000 ","$660,000 ",$0 ,,0.40%,,"$1,009,710 ","$1,009,710 ",$0 
Kenji Bahar,Ravens,2021,1,,"$660,000 ","$660,000 ",$0 ,,0.40%,,"$1,009,710 ","$1,009,710 ",$0 
Eric Dungey,Bengals,2021,1,,"$660,000 ","$660,000 ",$0 ,,0.40%,,"$1,009,710 ","$1,009,710 ",$0 
Anthony Gordon,Chiefs,2021,1,,"$660,000 ","$660,000 ",$0 ,,0.40%,,"$1,009,710 ","$1,009,710 ",$0 
Jordan Ta'amu,Chiefs,2021,1,,"$660,000 ","$660,000 ",$0 ,,0.40%,,"$1,009,710 ","$1,009,710 ",$0 
Kurt Benkert,Falcons,2021,1,,"$660,000 ","$660,000 ",$0 ,,0.40%,,"$1,009,710 ","$1,009,710 ",$0 
Danny Etling,Vikings,2021,1,,"$660,000 ","$660,000 ",$0 ,,0.40%,,"$1,009,710 ","$1,009,710 ",$0 
Kurt Benkert,Packers,2021,1,,"$660,000 ","$660,000 ",$0 ,,0.40%,,"$1,009,710 ","$1,009,710 ",$0 
Danny Etling,Seahawks,2021,1,,"$660,000 ","$660,000 ",$0 ,,0.40%,,"$1,009,710 ","$1,009,710 ",$0 
Tommy Stevens,Giants,2021,1,,"$660,000 ","$660,000 ",$0 ,,0.40%,,"$1,009,710 ","$1,009,710 ",$0 
Kyle Shurmur,Bengals,2021,1,,"$660,000 ","$660,000 ",$0 ,,0.40%,,"$1,009,710 ","$1,009,710 ",$0 
Jordan Ta'amu,Lions,2021,1,,"$660,000 ","$660,000 ",$0 ,,0.40%,,"$1,009,710 ","$1,009,710 ",$0 
Kenji Bahar,Ravens,2021,1,,"$660,000 ","$660,000 ",$0 ,,0.40%,,"$1,009,710 ","$1,009,710 ",$0 
Cole McDonald,Cardinals,2021,1,,"$660,000 ","$660,000 ",$0 ,,0.40%,,"$1,009,710 ","$1,009,710 ",$0 
Jalen Morton,Colts,2021,1,,"$660,000 ","$660,000 ",$0 ,,0.40%,,"$1,009,710 ","$1,009,710 ",$0 
Gardner Minshew,PHI/JAX,2019,4,,"$2,711,616 ","$677,904 ","$191,616 ",,0.40%,,"$4,022,759 ","$1,005,690 ","$284,268 "
Tony Romo,Cowboys,2003,2,,"$540,000 ","$270,000 ","$10,000 ",,0.40%,,"$2,010,052 ","$1,005,026 ","$37,223 "
Davis Webb,Bills,2020,2,,"$1,421,000 ","$710,500 ","$11,000 ",,0.40%,,"$2,001,732 ","$1,000,866 ","$15,495 "
Kurt Warner,Packers,1994,2,,"$248,000 ","$124,000 ","$5,000 ",,0.40%,,"$2,000,740 ","$1,000,370 ","$40,337 "
Alex McGough,Packers,2024,1,,"$915,000 ","$915,000 ",$0 ,,0.40%,,"$1,000,266 ","$1,000,266 ",$0 
Nathan Rourke,NYG/NE/ATL,2024,1,,"$915,000 ","$915,000 ",$0 ,,0.40%,,"$1,000,266 ","$1,000,266 ",$0 
Anthony Brown,LV/BUF,2024,1,,"$915,000 ","$915,000 ",$0 ,,0.40%,,"$1,000,266 ","$1,000,266 ",$0 
Logan Woodside,Bengals,2018,4,,"$2,529,996 ","$632,499 ","$69,996 ",,0.40%,,"$3,986,314 ","$996,579 ","$110,287 "
Seth Henigan,Jaguars,2025,3,,"$2,985,000 ","$995,000 ","$254,000 ",,0.40%,,"$2,985,000 ","$995,000 ","$254,000 "
Trace McSorley,Ravens,2019,4,,"$2,680,688 ","$670,172 ","$160,688 ",,0.40%,,"$3,976,876 ","$994,219 ","$238,385 "
Zac Dysert,Broncos,2015,1,,"$510,000 ","$510,000 ",$0 ,,0.40%,,"$993,802 ","$993,802 ",$0 
B.J. Daniels,Seahawks,2015,1,,"$510,000 ","$510,000 ",$0 ,,0.40%,,"$993,802 ","$993,802 ",$0 
Chandler Harnish,Cardinals,2015,1,,"$510,000 ","$510,000 ",$0 ,,0.40%,,"$993,802 ","$993,802 ",$0 
Brad Sorensen,Chargers,2015,1,,"$510,000 ","$510,000 ",$0 ,,0.40%,,"$993,802 ","$993,802 ",$0 
Zac Dysert,Bears,2015,1,,"$510,000 ","$510,000 ",$0 ,,0.40%,,"$993,802 ","$993,802 ",$0 
Kevin Hogan,WAS/DEN/CLE,2018,1,,"$630,000 ","$630,000 ",$0 ,,0.40%,,"$992,641 ","$992,641 ",$0 
Christian Hackenberg,Eagles,2018,1,,"$630,000 ","$630,000 ",$0 ,,0.40%,,"$992,641 ","$992,641 ",$0 
Joe Callahan,Packers,2018,1,,"$630,000 ","$630,000 ",$0 ,,0.40%,,"$992,641 ","$992,641 ",$0 
Jake Rudock,Lions,2018,1,,"$630,000 ","$630,000 ",$0 ,,0.40%,,"$992,641 ","$992,641 ",$0 
Ethan Garbers,Panthers,2025,3,,"$2,975,000 ","$991,667 ","$10,000 ",,0.40%,,"$2,975,000 ","$991,667 ","$10,000 "
Connor Bazelak,Buccaneers,2025,3,,"$2,975,000 ","$991,667 ","$10,000 ",,0.40%,,"$2,975,000 ","$991,667 ","$10,000 "
Payton Thorne,Bengals,2025,3,,"$2,975,000 ","$991,667 ","$10,000 ",,0.40%,,"$2,975,000 ","$991,667 ","$10,000 "
Max Brosmer,Vikings,2025,3,,"$2,975,000 ","$991,667 ","$244,000 ",,0.40%,,"$2,975,000 ","$991,667 ","$244,000 "
Garrett Greene,Buccaneers,2025,3,,"$2,972,500 ","$990,833 ","$7,500 ",,0.40%,,"$2,972,500 ","$990,833 ","$7,500 "
Ben Wooldridge,Patriots,2025,3,,"$2,971,000 ","$990,333 ","$15,000 ",,0.40%,,"$2,971,000 ","$990,333 ","$15,000 "
Brady Cook,Jets,2025,3,,"$2,970,000 ","$990,000 ","$30,000 ",,0.40%,,"$2,970,000 ","$990,000 ","$30,000 "
DJ Uiagalelei,Chargers,2025,3,,"$2,968,000 ","$989,333 ","$3,000 ",,0.40%,,"$2,968,000 ","$989,333 ","$3,000 "
Taylor Elgersma,Packers,2025,3,,"$2,968,000 ","$989,333 ","$3,000 ",,0.40%,,"$2,968,000 ","$989,333 ","$3,000 "
Brett Gabbert,Dolphins,2025,3,,"$2,965,000 ","$988,333 ",$0 ,,0.40%,,"$2,965,000 ","$988,333 ",$0 
Hunter Dekkers,Saints,2025,3,,"$2,965,000 ","$988,333 ",$0 ,,0.40%,,"$2,965,000 ","$988,333 ",$0 
Trevone Boykin,Seahawks,2016,3,,"$1,635,000 ","$545,000 ","$15,000 ",,0.40%,,"$2,939,988 ","$979,996 ","$26,972 "
Steven Montez,Commanders,2020,2,,"$1,390,000 ","$695,000 ",$0 ,,0.40%,,"$1,958,063 ","$979,031 ",$0 
Nate Sudfeld,Eagles,2017,2,,"$1,170,000 ","$585,000 ",$0 ,,0.40%,,"$1,956,072 ","$978,036 ",$0 
Stephen Morris,Colts,2017,2,,"$1,170,000 ","$585,000 ",$0 ,,0.40%,,"$1,956,072 ","$978,036 ",$0 
Garrett Grayson,Saints,2017,2,,"$1,170,000 ","$585,000 ",$0 ,,0.40%,,"$1,956,072 ","$978,036 ",$0 
Keith Wenning,Giants,2017,2,,"$1,170,000 ","$585,000 ",$0 ,,0.40%,,"$1,956,072 ","$978,036 ",$0 
Griffin Neal,Saints,2016,3,,"$1,620,000 ","$540,000 ",$0 ,,0.30%,,"$2,913,016 ","$971,005 ",$0 
Marquise Williams,Packers,2016,3,,"$1,620,000 ","$540,000 ",$0 ,,0.30%,,"$2,913,016 ","$971,005 ",$0 
Max Wittek,Jaguars,2016,3,,"$1,620,000 ","$540,000 ",$0 ,,0.30%,,"$2,913,016 ","$971,005 ",$0 
Dalyn Williams,Bears,2016,3,,"$1,620,000 ","$540,000 ",$0 ,,0.30%,,"$2,913,016 ","$971,005 ",$0 
Ryan Williams,Packers,2016,3,,"$1,620,000 ","$540,000 ",$0 ,,0.30%,,"$2,913,016 ","$971,005 ",$0 
Joe Licata,Bengals,2016,3,,"$1,620,000 ","$540,000 ",$0 ,,0.30%,,"$2,913,016 ","$971,005 ",$0 
Jake Coker,Cardinals,2016,3,,"$1,620,000 ","$540,000 ",$0 ,,0.30%,,"$2,913,016 ","$971,005 ",$0 
Matt Johnson,Bengals,2016,3,,"$1,620,000 ","$540,000 ",$0 ,,0.30%,,"$2,913,016 ","$971,005 ",$0 
Matt Moore,DAL/CAR,2007,3,,"$1,130,000 ","$376,667 ","$15,000 ",,0.30%,,"$2,894,459 ","$964,820 ","$38,422 "
Sam Hartman,Commanders,2025,1,,"$960,000 ","$960,000 ",$0 ,,0.30%,,"$960,000 ","$960,000 ",$0 
Malik Cunningham,Ravens,2025,1,,"$960,000 ","$960,000 ",$0 ,,0.30%,,"$960,000 ","$960,000 ",$0 
Carter Bradley,49ers,2025,1,,"$960,000 ","$960,000 ",$0 ,,0.30%,,"$960,000 ","$960,000 ",$0 
Adrian Martinez,Jets,2024,2,,"$1,755,000 ","$877,500 ",$0 ,,0.30%,,"$1,918,543 ","$959,272 ",$0 
Dresser Winn,Rams,2024,2,,"$1,755,000 ","$877,500 ",$0 ,,0.30%,,"$1,918,543 ","$959,272 ",$0 
Carter Bradley,Raiders,2024,2,,"$1,755,000 ","$877,500 ",$0 ,,0.30%,,"$1,918,543 ","$959,272 ",$0 
Jack Plummer,Panthers,2024,2,,"$1,755,000 ","$877,500 ",$0 ,,0.30%,,"$1,918,543 ","$959,272 ",$0 
Jordan Ta'amu,Chiefs,2020,1,,"$680,000 ","$680,000 ","$70,000 ",,0.30%,,"$957,901 ","$957,901 ","$98,607 "
Matt Simms,Falcons,2019,1,,"$645,000 ","$645,000 ",$0 ,,0.30%,,"$956,876 ","$956,876 ",$0 
Nathan Peterman,Raiders,2019,1,,"$645,000 ","$645,000 ",$0 ,,0.30%,,"$956,876 ","$956,876 ",$0 
Jeff Driskel,Lions,2019,1,,"$645,000 ","$645,000 ",$0 ,,0.30%,,"$956,876 ","$956,876 ",$0 
Joe Callahan,Buccaneers,2019,1,,"$645,000 ","$645,000 ",$0 ,,0.30%,,"$956,876 ","$956,876 ",$0 
Davis Webb,Jets,2019,1,,"$645,000 ","$645,000 ",$0 ,,0.30%,,"$956,876 ","$956,876 ",$0 
Jake Rudock,Dolphins,2019,1,,"$645,000 ","$645,000 ",$0 ,,0.30%,,"$956,876 ","$956,876 ",$0 
Cardale Jones,Chargers,2019,1,,"$645,000 ","$645,000 ",$0 ,,0.30%,,"$956,876 ","$956,876 ",$0 
Paxton Lynch,Seahawks,2019,1,,"$645,000 ","$645,000 ",$0 ,,0.30%,,"$956,876 ","$956,876 ",$0 
Brandon Allen,Broncos,2019,1,,"$645,000 ","$645,000 ",$0 ,,0.30%,,"$956,876 ","$956,876 ",$0 
Joe Callahan,Ravens,2019,1,,"$645,000 ","$645,000 ",$0 ,,0.30%,,"$956,876 ","$956,876 ",$0 
Brandon Allen,Rams,2019,1,,"$645,000 ","$645,000 ",$0 ,,0.30%,,"$956,876 ","$956,876 ",$0 
Brian Lewerke,Giants,2022,1,,"$713,500 ","$713,500 ","$8,500 ",,0.30%,,"$956,817 ","$956,817 ","$11,399 "
Kyle Lauletta,Falcons,2020,1,,"$675,000 ","$675,000 ",$0 ,,0.30%,,"$950,858 ","$950,858 ",$0 
Mike White,Jets,2020,1,,"$675,000 ","$675,000 ",$0 ,,0.30%,,"$950,858 ","$950,858 ",$0 
Alex McGough,Jaguars,2019,2,,"$1,280,000 ","$640,000 ","$75,000 ",,0.30%,,"$1,898,916 ","$949,458 ","$111,265 "
Anthony Gordon,Chiefs,2022,1,,"$705,000 ","$705,000 ",$0 ,,0.30%,,"$945,418 ","$945,418 ",$0 
EJ Perry,Jaguars,2022,1,,"$705,000 ","$705,000 ","$207,000 ",,0.30%,,"$945,418 ","$945,418 ","$277,591 "
Luis Perez,Rams,2022,1,,"$705,000 ","$705,000 ",$0 ,,0.30%,,"$945,418 ","$945,418 ",$0 
K.J. Costello,Saints,2022,1,,"$705,000 ","$705,000 ",$0 ,,0.30%,,"$945,418 ","$945,418 ",$0 
Kurt Benkert,Packers,2022,1,,"$705,000 ","$705,000 ",$0 ,,0.30%,,"$945,418 ","$945,418 ",$0 
Danny Etling,Packers,2022,1,,"$705,000 ","$705,000 ",$0 ,,0.30%,,"$945,418 ","$945,418 ",$0 
Jake Browning,Bengals,2022,1,,"$705,000 ","$705,000 ",$0 ,,0.30%,,"$945,418 ","$945,418 ",$0 
Stephen Morris,Commanders,2018,2,,"$1,200,000 ","$600,000 ",$0 ,,0.30%,,"$1,890,745 ","$945,372 ",$0 
Garrett Grayson,Falcons,2018,2,,"$1,200,000 ","$600,000 ",$0 ,,0.30%,,"$1,890,745 ","$945,372 ",$0 
Brad Sorensen,MIN/LAC,2016,1,,"$525,000 ","$525,000 ",$0 ,,0.30%,,"$944,033 ","$944,033 ",$0 
Zac Dysert,Cardinals,2016,1,,"$525,000 ","$525,000 ",$0 ,,0.30%,,"$944,033 ","$944,033 ",$0 
Dylan Thompson,Rams,2016,1,,"$525,000 ","$525,000 ",$0 ,,0.30%,,"$944,033 ","$944,033 ",$0 
Zac Dysert,MIA/ARI,2016,1,,"$525,000 ","$525,000 ",$0 ,,0.30%,,"$944,033 ","$944,033 ",$0 
Seth Lobato,Buccaneers,2015,2,,"$960,000 ","$480,000 ",$0 ,,0.30%,,"$1,870,687 ","$935,343 ",$0 
R.J. Archer,Seahawks,2015,2,,"$960,000 ","$480,000 ",$0 ,,0.30%,,"$1,870,687 ","$935,343 ",$0 
Chase Rettig,Chargers,2015,2,,"$960,000 ","$480,000 ",$0 ,,0.30%,,"$1,870,687 ","$935,343 ",$0 
Keith Wenning,Bengals,2015,2,,"$960,000 ","$480,000 ",$0 ,,0.30%,,"$1,870,687 ","$935,343 ",$0 
Phillip Walker,Colts,2017,3,,"$1,675,000 ","$558,333 ","$10,000 ",,0.30%,,"$2,800,359 ","$933,453 ","$16,719 "
Nathan Rourke,Jaguars,2023,1,,"$750,000 ","$750,000 ",$0 ,,0.30%,,"$931,495 ","$931,495 ",$0 
Max Duggan,Chargers,2023,1,,"$750,000 ","$750,000 ",$0 ,,0.30%,,"$931,495 ","$931,495 ",$0 
Nathan Rourke,JAX/NE,2023,1,,"$750,000 ","$750,000 ",$0 ,,0.30%,,"$931,495 ","$931,495 ",$0 
EJ Perry,Texans,2023,1,,"$750,000 ","$750,000 ",$0 ,,0.30%,,"$931,495 ","$931,495 ",$0 
James Blackman,Dolphins,2023,1,,"$750,000 ","$750,000 ",$0 ,,0.30%,,"$931,495 ","$931,495 ",$0 
Chris Oladokun,Chiefs,2023,1,,"$750,000 ","$750,000 ",$0 ,,0.30%,,"$931,495 ","$931,495 ",$0 
Jake Browning,Bengals,2023,1,,"$750,000 ","$750,000 ",$0 ,,0.30%,,"$931,495 ","$931,495 ",$0 
Danny Etling,Packers,2023,1,,"$750,000 ","$750,000 ",$0 ,,0.30%,,"$931,495 ","$931,495 ",$0 
EJ Perry,Jaguars,2023,1,,"$750,000 ","$750,000 ",$0 ,,0.30%,,"$931,495 ","$931,495 ",$0 
Max Duggan,Chargers,2023,1,,"$750,000 ","$750,000 ",$0 ,,0.30%,,"$931,495 ","$931,495 ",$0 
Chase Garbers,Raiders,2023,1,,"$750,000 ","$750,000 ",$0 ,,0.30%,,"$931,495 ","$931,495 ",$0 
Jordan Ta'amu,Vikings,2023,1,,"$750,000 ","$750,000 ",$0 ,,0.30%,,"$931,495 ","$931,495 ",$0 
EJ Perry,Texans,2023,1,,"$750,000 ","$750,000 ",$0 ,,0.30%,,"$931,495 ","$931,495 ",$0 
Cooper Rush,Cowboys,2017,3,,"$1,670,000 ","$556,667 ","$5,000 ",,0.30%,,"$2,792,000 ","$930,667 ","$8,359 "
Taysom Hill,GB/NO,2017,3,,"$1,670,000 ","$556,667 ","$5,000 ",,0.30%,,"$2,792,000 ","$930,667 ","$8,359 "
Eli Jenkins,Chargers,2017,3,,"$1,670,000 ","$556,666 ","$5,000 ",,0.30%,,"$2,792,000 ","$930,666 ","$8,359 "
Jake Rudock,Dolphins,2020,1,,"$660,000 ","$660,000 ",$0 ,,0.30%,,"$929,728 ","$929,728 ",$0 
Nick Mullens,49ers,2017,3,,"$1,667,000 ","$555,667 ","$20,000 ",,0.30%,,"$2,786,984 ","$928,995 ","$33,437 "
Kyle Sloter,Broncos,2017,3,,"$1,665,000 ","$555,000 ","$3,000 ",,0.30%,,"$2,783,641 ","$927,880 ","$5,016 "
Dane Evans,Eagles,2017,3,,"$1,665,000 ","$555,000 ",$0 ,,0.30%,,"$2,783,641 ","$927,880 ",$0 
Sefo Liufau,Buccaneers,2017,3,,"$1,665,000 ","$555,000 ","$10,000 ",,0.30%,,"$2,783,641 ","$927,880 ","$16,719 "
Kyle Sloter,Vikings,2017,3,,"$1,665,000 ","$555,000 ",$0 ,,0.30%,,"$2,783,641 ","$927,880 ",$0 
David Olson,Ravens,2017,3,,"$1,665,000 ","$555,000 ",$0 ,,0.30%,,"$2,783,641 ","$927,880 ",$0 
Austin Appleby,Cowboys,2017,3,,"$1,665,000 ","$555,000 ",$0 ,,0.30%,,"$2,783,641 ","$927,880 ",$0 
Mitch Leidner,Vikings,2017,3,,"$1,655,000 ","$555,000 ",$0 ,,0.30%,,"$2,766,922 ","$927,880 ",$0 
Bart Houston,Steelers,2017,3,,"$1,665,000 ","$555,000 ",$0 ,,0.30%,,"$2,783,641 ","$927,880 ",$0 
Zach Terrell,Ravens,2017,3,,"$1,665,000 ","$555,000 ",$0 ,,0.30%,,"$2,783,641 ","$927,880 ",$0 
Trevor Knight,Cardinals,2017,3,,"$1,665,000 ","$555,000 ","$3,000 ",,0.30%,,"$2,783,641 ","$927,880 ","$5,016 "
Skyler Howard,Seahawks,2017,3,,"$1,665,000 ","$555,000 ",$0 ,,0.30%,,"$2,783,641 ","$927,880 ",$0 
Alek Torgersen,Falcons,2017,3,,"$1,665,000 ","$555,000 ","$5,000 ",,0.30%,,"$2,783,641 ","$927,880 ","$8,359 "
Tyler Ferguson,Titans,2017,3,,"$1,665,000 ","$555,000 ",$0 ,,0.30%,,"$2,783,641 ","$927,880 ",$0 
Wes Lunt,Vikings,2017,3,,"$1,665,000 ","$555,000 ",$0 ,,0.30%,,"$2,783,641 ","$927,880 ",$0 
Jerod Evans,Eagles,2017,3,,"$1,665,000 ","$555,000 ",$0 ,,0.30%,,"$2,783,641 ","$927,880 ",$0 
Nick Schuessler,Steelers,2017,3,,"$1,665,000 ","$555,000 ",$0 ,,0.30%,,"$2,783,641 ","$927,880 ",$0 
Adrian Martinez,Jets,2025,2,,"$1,845,000 ","$922,500 ",$0 ,,0.30%,,"$1,845,000 ","$922,500 ",$0 
Dresser Winn,Rams,2025,2,,"$1,845,000 ","$922,500 ",$0 ,,0.30%,,"$1,845,000 ","$922,500 ",$0 
Adam Weber,Buccaneers,2013,1,,"$405,000 ","$405,000 ",$0 ,,0.30%,,"$919,317 ","$919,317 ",$0 
Tyler Wilson,Raiders,2013,1,,"$405,000 ","$405,000 ",$0 ,,0.30%,,"$919,317 ","$919,317 ",$0 
B.J. Coleman,Packers,2013,1,,"$405,000 ","$405,000 ",$0 ,,0.30%,,"$919,317 ","$919,317 ",$0 
Kyle Allen,Panthers,2018,3,,"$1,713,000 ","$581,000 ","$3,000 ",,0.30%,,"$2,699,038 ","$915,436 ","$4,727 "
Chad Kelly,Colts,2019,2,,"$1,230,000 ","$615,000 ",$0 ,,0.30%,,"$1,824,740 ","$912,370 ",$0 
Garrett Grayson,Broncos,2019,2,,"$1,230,000 ","$615,000 ",$0 ,,0.30%,,"$1,824,740 ","$912,370 ",$0 
Kyle Lauletta,Eagles,2020,2,,"$1,287,058 ","$643,529 ","$27,058 ",,0.30%,,"$1,813,050 ","$906,525 ","$38,116 "
Brian Hoyer,Patriots,2009,3,,"$1,197,500 ","$399,167 ","$12,500 ",,0.30%,,"$2,718,228 ","$906,077 ","$28,374 "
Austin Allen,Buccaneers,2018,3,,"$1,725,000 ","$575,000 ","$50,000 ",,0.30%,,"$2,717,946 ","$905,982 ","$78,781 "
Chase Litton,Chiefs,2018,3,,"$1,720,000 ","$573,333 ","$20,000 ",,0.30%,,"$2,710,068 ","$903,355 ","$31,512 "
Kurt Benkert,Falcons,2018,3,,"$1,720,000 ","$573,333 ","$60,000 ",,0.30%,,"$2,710,068 ","$903,355 ","$94,537 "
Adam Weber,Broncos,2012,1,,"$390,000 ","$390,000 ",$0 ,,0.30%,,"$902,886 ","$902,886 ",$0 
Nate Sudfeld,Eagles,2017,1,,"$540,005 ","$540,005 ",$0 ,,0.30%,,"$902,811 ","$902,811 ",$0 
Joe Callahan,Packers,2017,1,,"$540,000 ","$540,000 ",$0 ,,0.30%,,"$902,802 ","$902,802 ",$0 
Keith Wenning,Bills,2017,1,,"$540,000 ","$540,000 ",$0 ,,0.30%,,"$902,802 ","$902,802 ",$0 
Joe Callahan,Packers,2017,1,,"$540,000 ","$540,000 ",$0 ,,0.30%,,"$902,802 ","$902,802 ",$0 
Dustin Vaughan,Ravens,2017,1,,"$540,000 ","$540,000 ",$0 ,,0.30%,,"$902,802 ","$902,802 ",$0 
Tim Boyle,Packers,2018,3,,"$1,716,000 ","$572,000 ","$6,000 ",,0.30%,,"$2,703,765 ","$901,255 ","$9,454 "
Nic Shimonek,Chargers,2018,3,,"$1,715,000 ","$571,667 ","$5,000 ",,0.30%,,"$2,702,190 ","$900,730 ","$7,878 "
Peter Pujals,Vikings,2018,3,,"$1,715,000 ","$571,666 ","$5,000 ",,0.30%,,"$2,702,190 ","$900,729 ","$7,878 "
Chad Kanoff,Cardinals,2018,3,,"$1,712,000 ","$570,667 ","$2,000 ",,0.30%,,"$2,697,463 ","$899,155 ","$3,151 "
Brogan Roback,Browns,2018,3,,"$1,711,000 ","$570,333 ","$1,000 ",,0.30%,,"$2,695,887 ","$898,629 ","$1,576 "
Dalton Sturm,Cowboys,2018,3,,"$1,711,000 ","$570,333 ","$1,000 ",,0.30%,,"$2,695,887 ","$898,629 ","$1,576 "
Nick Stevens,Broncos,2018,3,,"$1,710,500 ","$570,167 ",$500 ,,0.30%,,"$2,695,099 ","$898,367 ",$788 
Jack Heneghan,49ers,2018,3,,"$1,710,000 ","$570,000 ",$0 ,,0.30%,,"$2,694,312 ","$898,104 ",$0 
John Wolford,Jets,2018,3,,"$1,710,000 ","$570,000 ",$0 ,,0.30%,,"$2,694,312 ","$898,104 ",$0 
Connor Jessop,Commanders,2018,3,,"$1,710,000 ","$570,000 ",$0 ,,0.30%,,"$2,694,312 ","$898,104 ",$0 
Luis Perez,Rams,2018,3,,"$1,710,000 ","$570,000 ",$0 ,,0.30%,,"$2,694,312 ","$898,104 ",$0 
J.T. Barrett,Saints,2018,3,,"$1,710,000 ","$570,000 ",$0 ,,0.30%,,"$2,694,312 ","$898,104 ",$0 
Chase Daniel,Commanders,2009,3,,"$1,186,500 ","$395,500 ","$1,500 ",,0.30%,,"$2,693,259 ","$897,753 ","$3,405 "
Chase Daniel,Saints,2009,3,,"$1,185,000 ","$395,000 ",$0 ,,0.30%,,"$2,689,854 ","$896,618 ",$0 
Tommy Stevens,Panthers,2020,2,,"$1,270,000 ","$635,000 ",$0 ,,0.30%,,"$1,789,021 ","$894,511 ",$0 
John Rhys Plumlee,Seahawks,2024,2,,"$1,635,000 ","$817,500 ",$0 ,,0.30%,,"$1,787,361 ","$893,681 ",$0 
